1;"
             RepTv
            ";"
            Salvini, nulla sarà più come prima
           "
1;"
             RepTv
            ";"
            Quel normale antisemitismo
           "
1;"
             RepTv
            ";"
            La lingua della prescrizione
           "
1;"
             RepTv
            ";"
            Prescrizione, aria di crisi Renzi-Conte. Dal cdm ok a riforma processo con lodo Conte bis. Iv non c'è. Il premier chiama Mattarella
           "
1;"
             RepTv
            ";"
            
             RepTv
            
            La sfida del leader di Italia Viva: ""Cerca altra maggioranza? Gli do una mano""
           "
1;"
             RepTv
            ";"
            "
1;"
             RepTv
            ";"
            
             RepTv
            
            Il presidente del consiglio: ""Iv sembra opposizione aggressiva e maleducata""
           "
1;"
             RepTv
            ";"
            
             Retroscena
            
            Cdm confermato, ma niente lodo prescrizione
           "
1;"
             RepTv
            ";"
            
             RepTv
            
            Spazzacorrotti, cosa non ha funzionato
           "
1;"
             RepTv
            ";"
            Dal partito di Renzi nuovo voto con l'opposizione
           "
1;"
             RepTv
            ";"
            Maggioranza boccia il lodo della renziana Annibali
           "
1;"
             RepTv
            ";"
            
             L'intervista
            
            ""Ricevo decine di minacce, ora basta""
           "
1;"
             RepTv
            ";"
            
             Rep:
            
            Quell'incomprensibile no di Renzi
            "
1;"
             RepTv
            ";"
            
             di GIANLUIGI PELLEGRINO
            
           "
1;"
             RepTv
            ";"
           Coppa Italia, Ronaldo salva la Juve al 91'
           
           Con il Milan è 1-1
           "
1;"
             RepTv
            ";"
           Il portoghese su rigore risponde a Rebic nella semifinale di andata al Meazza
          "
1;"
             RepTv
            ";"
           "
1;"
             RepTv
            ";"
           
            · Il tabellone
           
          "
1;"
             RepTv
            ";"
           "
1;"
             RepTv
            ";"
           Grande solo con le grandi, il Napoli e la stagione dei rimpianti
          "
1;"
             RepTv
            ";"
           Huawei accusata di furto di segreti commerciali
          "
1;"
             RepTv
            ";"
           Un procuratore federale di New York parla di ""criminalità organizzata""
          "
1;"
             RepTv
            ";"
           Amazon ottiene stop alla maxi commessa del Pentagono affidata a Microsoft
          "
1;"
             RepTv
            ";"
           Il valore è di 10 miliardi di dollari
          "
1;"
             RepTv
            ";"
           ""Patrick Zaky trasferito in condizioni meno favorevoli"". Udienza fissata per sabato 15
          "
1;"
             RepTv
            ";"
           Antartide: nuovo record di caldo, superati i 20 gradi
          "
1;"
             RepTv
            ";"
           Un nuovo picco dopo i 18 gradi della Base Esperanza di una settimana fa. Gli scienziati: ""Incredibile e anormale""
          "
1;"
             RepTv
            ";"
           Monte Bianco, si staccano 120mila metri cubi di ghiaccio dal Gendarme Rouge
          "
1;"
             RepTv
            ";"
            Xi a Mattarella: ""Commosso da sua solidarietà, amicizia imperitura""
           "
1;"
             RepTv
            ";"
            
             Video
            
           "
1;"
             RepTv
            ";"
            L'ambasciata cinese in Italia: ""Stop aggressioni alla nostra comunità""
            "
1;"
             RepTv
            ";"
            
             RepTv
            
            Il concerto al Quirinale
           "
1;"
             RepTv
            ";"
            Hubei, in un giorno 242 morti e 14mila casi: nuovi criteri nel conteggio dei malati
           "
1;"
             RepTv
            ";"
            "
1;"
             RepTv
            ";"
            Dimessi i 20 turisti cinesi dello Spallanzani
           "
1;"
             RepTv
            ";"
            
             RepTv
            
            L'uscita dei pazienti dall'ospedale
           "
1;"
             RepTv
            ";"
            
            Vietnam, in quarantena città di 10mila abitanti
           "
1;"
             RepTv
            ";"
            
             
             dal nostro corrispondente FILIPPO SANTELLI
            
           "
1;"
             RepTv
            ";"
           "
1;"
             RepTv
            ";"
            "
1;"
             RepTv
            ";"
           "
1;"
             RepTv
            ";"
            
            
           "
1;"
             RepTv
            ";"
            "
1;"
             RepTv
            ";"
           "
1;"
             RepTv
            ";"
            
             Mappa
            
           "
1;"
             RepTv
            ";"
           "
1;"
             RepTv
            ";"
            
            
           "
1;"
             RepTv
            ";"
            "
1;"
             RepTv
            ";"
            
            
           "
1;"
             RepTv
            ";"
            Faq
           "
1;"
             RepTv
            ";"
           "
1;"
             RepTv
            ";"
            Francesca Colavita, ricercatrice precaria del team che ha isolato coronavirus, assunta allo Spallanzani
           "
1;"
             RepTv
            ";"
            Burioni: ""Italia continui con isolamento, unica misura efficace""
           "
1;"
             RepTv
            ";"
            Coronavirus, Ue e Corte Conti preoccupati. Bruxelles taglia stime crescita Italia
           "
1;"
             RepTv
            ";"
            
             Rep:
            
            ""Scoprire il vaccino è una sfida globale Ci vorrà un anno, ma ce la faremo”
           "
1;"
             RepTv
            ";"
            
             Contagio, sintomi, precauzioni
            
           "
1;"
             RepTv
            ";"
             Contagio, sintomi, precauzioni
            "
1;"
             RepTv
            ";"
            Interattivo                        Così si è diffuso
           "
1;"
             RepTv
            ";"
           
            RepTv
           
           Omicidio Cerciello, l'interrogatorio in caserma dell'americano bendato
           "
1;"
             RepTv
            ";"
           Il giovane fermato insieme all'amico Lee Finnegan Elder per l'omicidio del brigadiere
          "
1;"
             RepTv
            ";"
           Treno deragliato a Lodi, indagato ad di Alstom: è la società che ha prodotto lo scambio sotto esame
          "
1;"
             RepTv
            ";"
           Air Italy, Ryanair si sfila: ""Nessuna intenzione di comprare la compagnia""
          "
1;"
             RepTv
            ";"
           
            Video
           
          "
1;"
             RepTv
            ";"
           
            RepTv
           
           Patuanelli: ""Lavoriamo per prolungare operatività della compagnia""
          "
1;"
             RepTv
            ";"
           
            di A. LATTANZI ed EDOARDO BIANCHI
           
          "
1;"
             RepTv
            ";"
            Aspettando i Caschi blu in redazione
            "
1;"
             RepTv
            ";"
           Salvini, dopo la decisione del Senato di mandarlo a processo: ""Andrò negli Usa""
          "
1;"
             RepTv
            ";"
           Il leader leghista: ""Difendere i confini era mio dovere""
          "
1;"
             RepTv
            ";"
           "
1;"
             RepTv
            ";"
           
            RepTv
           
           ""Ho scelto io di andare a processo""
          "
1;"
             RepTv
            ";"
          "
1;"
             RepTv
            ";"
           
           
          "
1;"
             RepTv
            ";"
           
            di MONICA RUBINO, video di CAMILLA ROMANA BRUNO e CRISTINA PANTALEONI
           
          "
1;"
             RepTv
            ";"
           
           
          "
1;"
             RepTv
            ";"
          "
1;"
             RepTv
            ";"
           
            La cronaca
           
           Salvini incendia l'Aula. E si arriva alle mani
          "
1;"
             RepTv
            ";"
           
            di CONCETTO VECCHIO
           
          "
1;"
             RepTv
            ";"
           
            Video
           
          "
1;"
             RepTv
            ";"
          "
1;"
             RepTv
            ";"
           
           
          "
1;"
             RepTv
            ";"
          "
1;"
             RepTv
            ";"
           Ma Salvini finirà davvero davanti ai giudici?
          "
1;"
             RepTv
            ";"
           
            di A. ZINITI
            
          "
1;"
             RepTv
            ";"
           
            LA GUIDA
           
           Caso Gregoretti, cosa succede adesso?
          "
1;"
             RepTv
            ";"
           
            di A.Z.
            
          "
1;"
             RepTv
            ";"
            
             Salvini attacca Repubblica senza citarla
            
            : ""Non cerco vendette, non voglio cancellare nessuno""
           "
1;"
             RepTv
            ";"
            
             video
            
           "
1;"
             RepTv
            ";"
            "
1;"
             RepTv
            ";"
            Migranti, ""Anche lui vuole ballare al Papete"". Polemica sul post del Pd Lazio che poi ammette: ""Un errore""
           "
1;"
             RepTv
            ";"
            Palermo, la nigeriana che incontrò Salvini: ""Non ho mai detto 'grazie per aver ridotto gli sbarchi'""
           "
1;"
             RepTv
            ";"
            
             RepTv
            
            Le sardine torinesi mandano un bacione a Salvini: in mille per l'abbraccio collettivo al Valentino
           "
1;"
             RepTv
            ";"
            Brasile, l'ex presidente Lula dal Papa: ""Il mondo si ispiri a Francesco""
           "
1;"
             RepTv
            ";"
            In Vaticano un'ora di colloquio privato e informale. Poi l'incontro con i sindacati
           "
1;"
             RepTv
            ";"
           Foibe, tafferugli all'università per il convegno con Moni Ovadia: tre arresti
          "
1;"
             RepTv
            ";"
           
            video
           
          "
1;"
             RepTv
            ";"
           Scontri al Campus Einaudi tra antagonisti e polizia che proteggeva un volantinaggio di protesta del Fuan
           
            di JACOPO RICCA
           
          "
1;"
             RepTv
            ";"
           Corruzione, scarcerato Montante. Obbligo di soggiorno a Asti
          "
1;"
             RepTv
            ";"
           L'ex leader antimafia di Confindustria Sicilia dovrà risiedere a Asti
          "
1;"
             RepTv
            ";"
            San Valentino, così è diventato il patrono degli innamorati
           "
1;"
             RepTv
            ";"
            Nato nel 176 d.C. a Terni, ecco il ritratto del santo che si festeggia domani
           "
1;"
             RepTv
            ";"
            
             di PAOLO LORA LAMIA
             
           "
1;"
             RepTv
            ";"
            D.it - Profumi e make-up: la parola-chiave è 'personalizzati'
           "
1;"
             RepTv
            ";"
            
             50 regali per San Valentino
            
           "
1;"
             RepTv
            ";"
            Nuovo ponte di Genova: issata la prima maxi trave - Il timelapse
            "
1;"
             RepTv
            ";"
            Mascherine e opuscoli gratis in farmacia contro le fake-news
           "
1;"
             RepTv
            ";"
            
             di FRANCESCO GIOVANNETTI
            
           "
1;"
             RepTv
            ";"
            ""Marracash come me, veniamo entrambi dalle case popolari""
           "
1;"
             RepTv
            ";"
            I dieci quartieri più 'cool' d'Europa: ce n'è anche uno italiano
           "
1;"
             RepTv
            ";"
            Girare la mano senza muovere il polso: la nuova sfida diventa virale
           "
1;"
             RepTv
            ";"
           "
1;"
             RepTv
            ";"
            "
1;"
             RepTv
            ";"
            Acrobazia in volo e schiacciata finale: la giocata è da applausi
            "
1;"
             RepTv
            ";"
            Troppo caldo in Siberia: l'orso bruno si sveglia prima del tempo
            "
1;"
             RepTv
            ";"
            La Stella di Cartone: ""Un vaso di coccio tra vasi di ferro""
           "
1;"
             RepTv
            ";"
            Il quarto episodio dell’incredibile storia del Casale Football Club campione d'Italia
           "
1;"
             RepTv
            ";"
            Dentro la notizia,  Il dopo Brexit e il nuovo asse Gran Bretagna-Stati Uniti
            "
1;"
             RepTv
            ";"
           La prima cosa bella
           
            di GABRIELE ROMAGNOLI
           
          "
1;"
             RepTv
            ";"
           La prima cosa bella di giovedì 13 febbraio 2020 è l’ultima striscia dei Peanuts, uscita vent’anni fa. Charlie Brown risponde al telefono: “No, penso stia scrivendo”. Ma era davvero l’ultima? (
          "
1;"
             RepTv
            ";"
           
            continua...
           
          "
1;"
             RepTv
            ";"
           )
          "
1;"
             RepTv
            ";"
           Amazon assume militari, non ricolloca solo veterani
           
            di RICCARDO LUNA
            
          "
1;"
             RepTv
            ";"
            La giornata
           "
1;"
             RepTv
            ";"
            Gli audioarticoli
           "
1;"
             RepTv
            ";"
            Indizi neurovisivi
           "
1;"
             RepTv
            ";"
            Rivoluzione Irlanda
            "
1;"
             RepTv
            ";"
           A San Valentino, tanti baci dal ""Venerdì""
          "
1;"
             RepTv
            ";"
           Le fake news su Mussolini smascherate: con Repubblica il libro di Francesco Filippi
          "
1;"
             RepTv
            ";"
           C’è una spia in casa. È il televisore
          "
1;"
             RepTv
            ";"
           Così i nuovi modelli di tv connessa svelano ai network le nostre abitudini. L’esperto: “Possono sapere tutto ed è incredibile che nessuno ne parli”
          "
1;"
             RepTv
            ";"
           Viaggiare nel mondo come faceva Federico
          "
1;"
             RepTv
            ";"
           · Inviate le vostre lettere
          "
1;"
             RepTv
            ";"
           Le 40 date che hanno fatto l'Europa
          "
1;"
             RepTv
            ";"
           La fine del proletariato
          "
1;"
             RepTv
            ";"
            Povero Sarri, l’ex bancario preso alla lettera dalle Poste
           "
1;"
             RepTv
            ";"
            Joshua Wong, sul fronte di Hong Kong
           "
1;"
             RepTv
            ";"
            Fiorello: “Il mio prossimo Sanremo? Da cantante in gara”
           "
1;"
             RepTv
            ";"
            Intervista allo showman dopo lo show con l'amico  Amadeus. “È stato il festival più vero e spontaneo della mia vita”
           "
1;"
             RepTv
            ";"
            "
1;"
             RepTv
            ";"
            
             Video
            
            ""Sono contento perché da un bel po' non si parla di me...""
           "
1;"
             RepTv
            ";"
           La battaglia di Josh Fox, attore-regista che combatte contro big del petrolio e fake news
          "
1;"
             RepTv
            ";"
           
            
            di LUCA FRAIOLI
           
           "
1;"
             RepTv
            ";"
           
            Speciale
           
           Effetto Terra
          "
1;"
             RepTv
            ";"
           
           
          "
1;"
             RepTv
            ";"
           
            Buone notizie per il Pianeta
           
           Uno  spazio dedicato a ciò che scienziati, esploratori e attivisti  fanno per l’ambiente. In collaborazione con Rolex
          "
1;"
             RepTv
            ";"
           
            a cura di ANNALISA D'APRILE, LUCA FRAIOLI e GAIA SCORZA BARCELLONA. Interattivo GEDI VISUAL
           
           
            
          "
1;"
             RepTv
            ";"
            Naviga la Terra 3D
           "
1;"
             RepTv
            ";"
            Scopri le buone notizie dal mondo
           "
1;"
             RepTv
            ";"
            Studenti, raccontateci un luogo vicino che vi suscita meraviglia
            "
1;"
             RepTv
            ";"
            Per una mappa mai realizzata
           "
1;"
             RepTv
            ";"
            -
           "
1;"
             RepTv
            ";"
            
             Il sito
            
           "
1;"
             RepTv
            ";"
            ""Un miracolo se le api di Notre Dame sono sopravvissute""
           "
1;"
             RepTv
            ";"
            
             di G. TALIGNANI
            
           "
1;"
             RepTv
            ";"
           
            L'intervista
           
           Foglietta: ""Nel cinema strapotere del maschio, dovremmo avere tutte più coraggio""
          "
1;"
             RepTv
            ";"
           
            Il dossier
           
          "
1;"
             RepTv
            ";"
           
            Lo speciale
           
          "
1;"
             RepTv
            ";"
            Lo sport (in Italia) non è un paese per donne
           "
1;"
             RepTv
            ";"
            
             di A. ANANASSO
            
           "
1;"
             RepTv
            ";"
            Massimiliano Valerii (Censis): ""Troppo poche donne al lavoro, così l'Italia non può crescere""
           "
1;"
             RepTv
            ";"
            
             di GAIA SCORZA BARCELLONA
            
           "
1;"
             RepTv
            ";"
            Simona Robotti: ""In Philip Morris uomini e donne con le stesse possibilità""
           "
1;"
             RepTv
            ";"
           Peter Gabriel, l'architetto della musica globale ha 70 anni: l'uomo (impegnato) oltre i Genesis
          "
1;"
             RepTv
            ";"
           Dal prog alla world music fino all'impegno politico, l'artista che ha 'globalizzato' il rock non ferma il ritmo
          "
1;"
             RepTv
            ";"
           
            Foto
           
          "
1;"
             RepTv
            ";"
           Virgin si lancia sulle crociere, varata a Genova la ""Scarlet lady""
          "
1;"
             RepTv
            ";"
           La nave, 2700 passeggeri e 1160 persone di equipaggio, punta sulle ""cool experiences"" con viaggi dedicati ai gay
          "
1;"
             RepTv
            ";"
           Fate domande stupide al cameriere? Il ristorante ve le fa pagare sullo scontrino
          "
1;"
             RepTv
            ";"
           Il conto del locale in Colorado fa il giro del mondo, complice il tam tam social
          "
2;NA;"Migranti, ""anche lui vuole ballare al Papete"". Polemica sul post del Pd Lazio che poi ammette: ""Un errore"""
2;NA;"Prescrizione, il cdm approva la riforma del processo penale con Lodo Conte Bis.  Scontro Renzi-Conte, Italia Viva assente alla riunione"
2;NA;"Giustizia, Pd, M5S e Leu hanno deciso: niente lodo prescrizione in Consiglio dei ministri "
2;NA;"Prescrizione, Italia Viva diserta il consiglio dei ministri e vota con l'opposizione al Senato. Orlando: in caso di crisi alle urne"
2;NA;"Caso Gregoretti, Salvini dopo la decisione del Senato di mandarlo a processo: ""Andrò negli Usa"""
2;NA;"Gregoretti, cosa succede adesso? Tutto riparte dalla Procura di Catania"
2;NA;"Elly Schlein in diretta a 'L'Assedio': ""Ho amato uomini e donne, ora sono felice con una ragazza"""
2;NA;"Gregoretti, Casini: ""Ho votato contro il processo a Salvini, non per fargli un favore, ma per difendere un principio"""
2;NA;"Prescrizione, lo sfogo di Lucia Annibali: ""Ricevo decine di insulti sui social. Ora basta"""
2;NA;"Sardine, Santori: "" I grillini ci attaccano perchè siamo quello che non sono più loro"". "
2;NA;"Piemonte, in tutte le scuole il fumetto sulle foibe ma è polemica: ""Così si sdogana il fascismo"""
2;NA;"L'Anpi: ""Foibe orrore senza giustificazione, ma veri negazionisti sono quelli che non studiano la storia"""
2;NA;"Riforma Bonafede sulla prescrizione, bocciato il lodo della renziana Annibali. Italia Viva vota con le opposizioni"
2;NA;"Caso Gregoretti, Salvini incendia l'aula e si arriva alle mani"
2;NA;"Caso Gregoretti, Matteo Salvini attacca Repubblica senza citarla: ""Non cerco vendette, non voglio cancellare nessuno"""
2;NA;"Vittorio Bachelet ucciso 40 anni fa dalle Brigate Rosse, Mattarella: ""Testimone dei valori della Costituzione"""
2;NA;"Spazzacorrotti, incostituzionale la ""stretta"" per i reati commessi prima della  legge"
2;NA;"Salvini e la diffamazione a Carola Rackete per la Sea Watch: procura di Milano chiude le indagini"
2;NA;"Politiche, Europee, Amministrative: tutti i risultati delle elezioni dal 2000 ad oggi"
3;"
            Grafici
           ";"
           Borse Ue in rosso, mercati incerti per i nuovi conti dell'epidemia. Milano tiene a +0,1%
          "
3;"
            Grafici
           ";"
           Coronavirus, Ue e Corte Conti preoccupati. Bruxelles taglia le stime per l'Italia
          "
3;"
            Grafici
           ";"
           
            Grafici
           
          "
3;"
            Grafici
           ";"
           Gualtieri rassicura: ""Per il taglio Irpef non faremo cassa con l'Iva"". Ma apre a ""rimodulazioni""
          "
3;"
            Grafici
           ";"
            Air Italy, Ryanair si sfila dalla partita: ""Nessuna intenzione di comprarla""
           "
3;"
            Grafici
           ";"
            
             Il crac.
            
            I soci mettono in liquidazione la compagnia. De Micheli: ""Inaccettabile""
           "
3;"
            Grafici
           ";"
            
             di ETTORE LIVINI
            
           "
3;"
            Grafici
           ";"
            Risarcire i voli in ritardo solo dopo cinque ore: le compagnie chiedono all’Ue una stretta sui diritti dei passeggeri
           "
3;"
            Grafici
           ";"
            Cosa succede a chi ha un biglietto Air Italy? Ecco le istruzioni della compagnia
           "
3;"
            Grafici
           ";"
            Aerei, sciopero nazionale il 25 febbraio: i sindacati fermano i voli
           "
3;"
            Grafici
           ";"
            Airbus, produzione e consegne da record ma sui conti pesano l'A400M e la multa per corruzione
           "
3;"
            Grafici
           ";"
           Copia privata, salgono le tariffe. Pagheranno anche gli smartwatch
          "
3;"
            Grafici
           ";"
           Indagine sulla gestione di Alitalia, 21 indagati eccellenti
          "
3;"
            Grafici
           ";"
           Bolletta a 28 giorni, in arrivo l'ennesima multa per le società tlc. Spot in saldo, diffida a Rai
          "
3;"
            Grafici
           ";"
           Bonus mobili, ancora un anno per la detrazione: ecco le regole per rinnovare l'arredo con lo sconto Irpef
          "
3;"
            Grafici
           ";"
           Ex Auchan-Conad, chiesta la cassa integrazione per 5.300 lavoratori
          "
3;"
            Grafici
           ";"
           Dal teatro ai mobili, passando per le Olimpiadi: i progetti ""componibili"" di Maria Porro
          "
3;"
            Grafici
           ";"
           Far crescere i ricavi con il digitale. Il laboratorio di Google per i media si allarga in Europa
          "
3;"
            Grafici
           ";"
           Torna a casa dalla madre malata: colpevole per mancato rispetto dei doveri coniugali
          "
3;"
            Grafici
           ";"
           Nissan chiede i danni a Ghosn per 83,5 milioni di euro
          "
3;"
            Grafici
           ";"
           Istat, 116 mila italiani in meno. Poche nascite, è il ""ricambio naturale"" più basso in oltre un secolo
          "
3;"
            Grafici
           ";"
           Ex Ilva, i commissari: ""Lo Stato entrerà solo con decarbonizzazione e tutela occupazione""
          "
3;"
            Grafici
           ";"
           Anno orribile per l'industria italiana: il 2019 si chiude a -1,3%, mai così male dal 2013
          "
3;"
            Grafici
           ";"
           Kering, Gucci fa volare i ricavi 2019. Sale il dividendo
          "
3;"
            Grafici
           ";"
           
            Rep:
           
           Moncler cerca di sfuggire alla morsa dei colossi Lvmh e Kering
          "
3;"
            Grafici
           ";"
            Ing Bank, multa da 3,5 milioni per i mancati controlli sulla clientela
           "
3;"
            Grafici
           ";"
            I fratelli Rocca a giudizio per presunte tangenti in Brasile
           "
3;"
            Grafici
           ";"
            Crédit Suisse (spionaggio) e Barclays (caso Epstein): guai ai vertici, ma gli utili non si fermano
           "
4;NA;"Polemiche contro l'Oxford Dictionary: entra la parola ""yid"", dispregiativo di ""giudeo"", associato ai tifosi del Tottenham"
4;NA;"Brasile, l'ex presidente Lula dal Papa: ""Il mondo si ispiri a Francesco"". Poi l'incontro con i sindacati"
4;NA;"Effetto Brexit, le Cayman nella lista nera dei paradisi fiscali"
4;NA;"Usa, Amazon ottiene stop a maxi commessa del Pentagono affidata a Microsoft"
4;NA;"Stati Uniti, Huawei accusata di furto di segreti commerciali"
